state,county,pop_2020,pop_2021,pop_2022,Less than a high school diploma,High school diploma only,Some college or associate's degree,Bachelor's degree or higher,Percent of adults with less than a high school diploma,Percent of adults with a high school diploma only,Percent of adults completing some college or associate's degree,Percent of adults with a bachelor's degree or higher,pov_2021,Percent Caucasian,Percent African American,Percent Indian,Percent Asian,Percent Pacific,avg_house_size,pop_density,cases_2022,cases_percentage_2022,cases_2021,cases_percentage_2021,cases_2020,cases_percentage_2020,pov_percentage
Maryland,Kent,19114,19254,19320,1297,4377,2956,5173,9.4,31.7,21.4,37.5,2154.0,76.37165972051973,15.209610198578083,1.6180436381466046,1.858298602598676,0.2794802647707771,2.27,27.3066913979002,3122.0,16.159420289855074,1350.0,7.011530071673419,371.0,1.9409856649576225,11.187285758803366
Georgia,Effingham,65158,66746,69041,4005,15115,12378,10011,9.6,36.4,29.8,24.1,6045.0,76.74960113837265,14.423698848691302,2.6245813749586766,1.8225461026547656,0.1652940077328848,2.85,47.3273150187712,13314.0,19.28419345026868,4681.0,7.01315434632787,2046.0,3.1400595475613122,9.056722500224733
Idaho,Benewah,9576,9941,10370,957,2448,2111,1228,14.2,36.3,31.3,18.2,1348.0,82.84404564517702,0.5851945771969179,11.050424266068468,0.7217399785428654,0.4096362040378425,2.69,4.51535940799831,2397.0,23.114754098360656,698.0,7.021426415853536,219.0,2.2869674185463658,13.560004023740065
New York,Chautauqua,127578,126785,126027,9568,31002,28147,20915,10.7,34.6,31.4,23.3,20925.0,85.98277155194384,4.064632166080492,2.105132854198979,0.9109378071957532,0.1201476724119099,2.35,47.2168675892309,24556.0,19.484713593118936,8918.0,7.03395512087392,1210.0,0.9484393861010518,16.504318334187797
Virginia,Spotsylvania,140594,143957,146688,7807,25127,28770,31018,8.4,27.1,31.0,33.5,10287.0,66.355314897183,17.71481982853091,2.466963192161413,3.908979565525688,0.2507574292528847,3.0,126.371401782121,27655.0,18.85293957242583,10137.0,7.041686059031517,2692.0,1.9147332034083957,7.145883840313427
Florida,Sumter,130298,134867,144970,8925,34680,33430,37682,7.8,30.2,29.1,32.8,12096.0,86.59834130216633,6.919603329201346,1.2514019243256007,1.1923735316687327,0.1069889616905731,2.04,83.8573171646801,22305.0,15.385941919017728,9504.0,7.046942543394604,3140.0,2.409860473683403,8.968835964320403
Texas,Franklin,10371,10472,10618,694,1968,2403,2085,9.7,27.5,33.6,29.2,1537.0,79.64492880998418,4.693267709615047,3.5507119001582,0.9140446475654772,0.237300052733345,2.78,14.4982765765992,2228.0,20.983236014315313,738.0,7.047364400305576,236.0,2.275576125735223,14.677234530175706
Maryland,Frederick,272765,280410,287079,12892,43666,48832,77114,7.1,23.9,26.8,42.3,18065.0,71.22610073108571,11.4435175169208,1.9976757971446464,5.870789056822407,0.1811806548625739,2.67,145.25379141511,46920.0,16.343933203055606,19783.0,7.055026568239365,5449.0,1.9976903195058016,6.4423522698905185
Virginia,Poquoson city,12472,12609,12582,386,2204,2567,3570,4.4,25.3,29.4,40.9,677.0,88.70461676378306,1.7406245330942778,2.144031077244883,3.5036605408635886,0.3511131032421933,2.6,302.203859107385,2388.0,18.979494515975205,890.0,7.058450313268301,113.0,0.9060295060936499,5.369180743913078
West Virginia,Summers,11939,11892,11762,1481,3901,2461,1632,15.6,41.2,26.0,17.2,2740.0,91.50007996161844,4.221973452742684,2.438829361906285,0.3998080921157844,0.1599232368463137,2.2,13.9392922492793,2831.0,24.069035878252,840.0,7.063572149344097,197.0,1.650054443420722,23.040699630003363
Nevada,White Pine,9051,8846,8788,662,2982,2366,930,9.5,43.0,34.1,13.4,1042.0,75.30441783234376,5.041763107577739,6.289624635201771,1.710777900774882,0.6641843614773071,2.34,0.423622182525409,1693.0,19.264906690942194,625.0,7.065340266787248,196.0,2.165506573859242,11.7793352927877
Virginia,Stafford,157746,161584,163380,6724,21840,28535,41874,6.8,22.1,28.8,42.3,8443.0,60.46306591641677,20.25450093781237,2.699439558835091,5.544885833979133,0.4065725484910767,3.03,206.546638055036,31265.0,19.13636920063655,11417.0,7.065674819289039,2685.0,1.702103381385265,5.2251460540647585
West Virginia,Morgan,17087,17280,17430,1367,5662,3389,2520,10.6,43.8,26.2,19.5,2184.0,93.64262129945716,1.4382450053164697,2.104202809334602,0.9121943029828194,0.0727516928759303,2.44,29.7052662161384,4307.0,24.710269650028685,1221.0,7.065972222222222,193.0,1.12951366535963,12.63888888888889
Nebraska,McPherson,397,382,372,26,107,151,89,7.0,28.7,40.5,23.9,43.0,93.96135265700482,0.7246376811594203,1.207729468599034,1.6908212560386473,0.0,2.23,0.204069378950085,68.0,18.27956989247312,27.0,7.068062827225131,13.0,3.27455919395466,11.2565445026178
Texas,Waller,57304,59474,61894,3895,9556,9887,7868,12.5,30.6,31.7,25.2,7505.0,52.017776949015584,19.932248690814724,2.4629776389601106,1.6518266436685156,0.0994514630242568,3.07,37.5973427693089,9695.0,15.663876950916084,4206.0,7.071997847799039,1045.0,1.823607427055703,12.618959545347547
Maryland,Garrett,28792,28757,28579,2059,8980,5146,5311,9.6,41.8,23.9,24.7,3095.0,95.38202057682578,1.261595547309833,1.3661663012312362,0.6274245235284196,0.1686625063248439,2.38,17.4742474557044,5761.0,20.15815808810665,2035.0,7.076537886427653,240.0,0.8335648791330925,10.76259693292068
Texas,Harrison,68798,69454,69955,5449,14955,15594,9641,11.9,32.8,34.2,21.1,10198.0,65.64583614522877,19.64232689971656,2.907274935888784,0.9690916452962612,0.1376704008638142,2.81,28.5922768254501,13370.0,19.112286469873492,4922.0,7.08670486940997,1545.0,2.2457048170004943,14.683099605494284
Kentucky,Pendleton,14652,14611,14676,1667,4320,2460,1603,16.6,43.0,24.5,16.0,2146.0,94.76350240115782,0.9736201565686468,1.8485625945661472,0.5657522531412407,0.1052562331425564,2.71,20.2274497035269,3498.0,23.83483237939493,1037.0,7.09739237560742,215.0,1.4673764673764673,14.687564163986039
Georgia,Screven,14078,14055,13977,1658,3796,3067,1464,16.6,38.0,30.7,14.7,2769.0,58.218990120746426,37.91849615806805,1.2760702524698135,0.672338090010977,0.1577936333699231,2.58,8.36452157406791,2659.0,19.024111039565,998.0,7.100675916044112,489.0,3.47350475919875,19.701173959445036
Texas,Nacogdoches,64619,64699,64862,5521,11478,11339,9294,14.7,30.5,30.1,24.7,12474.0,64.73803455111866,16.440101954120646,2.282639478901161,1.5094873973378646,0.0835457377513452,2.52,26.7412054197836,12413.0,19.137553575282908,4596.0,7.103664662514103,1869.0,2.8923381667930483,19.280050696301334
Kansas,Woodson,3091,3076,3109,221,905,748,481,9.4,38.4,31.8,20.4,432.0,92.22625529340591,0.8469449485783425,4.083484573502722,0.8771929824561403,0.2419842710223835,2.14,2.45861397261375,796.0,25.603087809585073,219.0,7.11963589076723,47.0,1.5205435134260756,14.044213263979193
Texas,Shelby,23927,23962,24008,3054,5595,4904,2241,19.3,35.4,31.0,14.2,4650.0,65.12392900856793,15.663249694002449,2.0157588739290087,1.7518359853121177,0.1644736842105263,2.72,12.3645628729828,4491.0,18.706264578473842,1707.0,7.123779317252316,583.0,2.4365779245204164,19.40572573240965
Virginia,Manassas Park city,17161,17082,16703,2286,3162,2875,2865,20.4,28.3,25.7,25.6,1242.0,38.69421066054578,13.011986738077022,2.111706197398622,10.51772507013517,0.2295332823259372,3.49,2511.65404110499,3828.0,22.918038675687,1217.0,7.124458494321508,677.0,3.944991550608939,7.2708113804004215
Ohio,Geauga,95347,95649,95469,6193,16793,17533,25284,9.4,25.5,26.6,38.4,5915.0,93.72258799568466,1.5688488722638407,1.1645375626380052,1.1594962744880573,0.0736028069892418,2.63,90.6280966440329,16413.0,17.191968073406027,6816.0,7.12605463726751,1411.0,1.4798577826255677,6.1840688350113435
Texas,Kendall,44547,46851,48973,2038,4431,9396,14361,6.7,14.7,31.1,47.5,3154.0,79.92513790386131,1.1879432624113475,2.3817966903073287,1.4637509850275807,0.2403467297084318,2.93,24.4686336080459,8263.0,16.872562432360688,3340.0,7.128983372820217,441.0,0.9899656542528116,6.731980107148193
North Carolina,Haywood,62223,62504,62609,4767,12517,16260,12876,10.3,27.0,35.0,27.7,8521.0,90.99753336091068,1.7128586968178825,2.618314412219822,0.9207764550872516,0.045962219055936,2.28,42.151368754817,13175.0,21.04330048395598,4456.0,7.129143734800973,850.0,1.3660543528920175,13.632727505439652
Colorado,Archuleta,13425,13798,14003,608,2228,3288,4071,6.0,21.9,32.3,39.9,1556.0,81.41610472034907,0.9982811053814624,4.627793203755124,1.540394023535634,0.3437789237075234,2.25,3.69147125917798,2926.0,20.8955223880597,986.0,7.14596318307001,90.0,0.6703910614525139,11.276996666183505
Montana,Treasure,758,769,758,49,184,155,161,8.9,33.5,28.2,29.3,93.0,89.60396039603961,1.8564356435643563,4.331683168316832,1.3613861386138617,0.7425742574257426,2.13,0.306812412218308,133.0,17.54617414248021,55.0,7.152145643693109,25.0,3.2981530343007917,12.093628088426527
Texas,Henderson,82394,83590,84511,8749,19387,19071,10508,15.2,33.6,33.0,18.2,12989.0,79.67411389215522,6.376616831849488,3.0169662355115068,0.8891875244974522,0.1388655579819698,2.56,35.5536059135239,15410.0,18.234312693022208,5983.0,7.157554731427204,2108.0,2.5584387212661115,15.538940064601029
Idaho,Elmore,28669,28941,29403,1923,5346,7128,3497,10.7,29.9,39.8,19.5,3166.0,76.34540040745964,3.5448989186647863,3.472809904403699,3.924149819777465,0.7929791568719636,2.5,3.31888684072303,7264.0,24.704962078699452,2072.0,7.159393248332815,740.0,2.5811852523631797,10.939497598562593
Michigan,Alcona,10189,10300,10417,799,3167,2759,1622,9.6,37.9,33.1,19.4,1277.0,94.75378787878788,0.7481060606060606,2.140151515151515,0.4356060606060606,0.0852272727272727,2.04,5.9312698527926,1745.0,16.7514639531535,738.0,7.16504854368932,82.0,0.80478947884974,12.398058252427184
Colorado,La Plata,55675,56187,56607,1363,8171,11691,18796,3.4,20.4,29.2,47.0,5521.0,80.59611004604369,0.9536449884481148,8.317357321928919,1.3780333939602485,0.2080977895754477,2.44,12.5901343204326,13002.0,22.968890773225926,4036.0,7.18315624610675,574.0,1.0309833857207005,9.826116361435918
Georgia,Jones,28397,28409,28472,1713,8012,6288,3449,8.8,41.2,32.3,17.7,3513.0,71.80760595958908,24.19892509694537,1.5919450302741684,0.7347438601265392,0.0680318389006054,2.69,27.980103507957,5080.0,17.842090474852487,2041.0,7.1843429898975675,724.0,2.5495650949043913,12.365799570558627
Texas,Van Zandt,59749,61200,62859,5674,13189,14814,7234,13.9,32.2,36.2,17.7,8074.0,84.60811062193837,3.128294165064798,3.047684008185031,0.7456439511378434,0.0961121101258758,2.74,24.9139047775813,10399.0,16.543374854833832,4399.0,7.187908496732026,1306.0,2.1858106411822793,13.192810457516341
North Carolina,Gates,10448,10403,10383,822,3173,2877,847,10.6,41.1,37.3,11.0,1389.0,65.09212427745665,29.497832369942195,2.402456647398844,0.6141618497109826,0.4244942196531791,2.57,13.1072768685675,1926.0,18.549552152557062,748.0,7.1902335864654425,183.0,1.7515313935681471,13.351917716043449
Georgia,Camden,54925,55754,57013,2843,11216,13117,7580,8.2,32.3,37.7,21.8,6323.0,71.22277944195753,18.632829591733703,2.6909225539362525,2.5899498502238227,0.3668674901551614,2.64,32.2908812569128,11467.0,20.112956694087313,4012.0,7.1958962585644075,1622.0,2.953117888029131,11.340890339706569
Texas,Austin,30131,30421,31097,2634,6949,6096,4921,12.8,33.7,29.6,23.9,3122.0,70.02864157119475,8.15700257189619,2.536824877250409,0.8884732288987608,0.0789104512508767,2.65,17.6570099743533,5818.0,18.709200244396566,2192.0,7.205548798527333,539.0,1.788855331718164,10.262647513230991
California,Alpine,1204,1235,1190,61,249,278,381,6.3,25.7,28.7,39.3,194.0,66.86217008797654,2.6392961876832843,19.64809384164223,3.005865102639296,1.466275659824047,3.71,0.599280665532869,126.0,10.588235294117647,89.0,7.206477732793521,12.0,0.9966777408637874,15.708502024291498
Florida,Citrus,154565,158113,162529,12231,46072,39294,23478,10.1,38.1,32.5,19.4,24173.0,87.75879727851343,3.5353720096568875,2.06611066403297,1.9716146023849583,0.1329041383178481,2.24,94.9392779360695,29988.0,18.450861077100086,11401.0,7.2106657896567645,3828.0,2.4766279558761686,15.288432956176912
Kentucky,Nicholas,7540,7750,7805,979,2394,1326,477,18.9,46.3,25.6,9.2,1252.0,94.9627345155487,0.9766126959650476,1.8504240555127216,0.3469545104086353,0.1413518375738884,2.6,14.0464609447056,2105.0,26.969891095451633,559.0,7.212903225806451,137.0,1.8169761273209548,16.154838709677417
Nebraska,Sherman,2956,2953,2980,182,762,785,445,8.4,35.1,36.1,20.5,323.0,93.95408988037504,1.196249595861623,1.8105399288716455,0.5819592628516004,0.4526349822179114,2.2,2.07575732093524,581.0,19.496644295302012,213.0,7.2130037250253976,92.0,3.1123139377537212,10.938029122925839
North Carolina,Transylvania,33046,33255,33355,2023,6105,8043,9057,8.0,24.2,31.9,35.9,4067.0,87.90541894483725,4.127901983797555,2.4103283428276985,1.0105058254372656,0.1603068731571866,2.28,34.1920020784264,6199.0,18.584919802128617,2401.0,7.219966922267328,473.0,1.4313381347212975,12.229739888738536
Kansas,Jewell,2936,2946,2898,158,808,778,428,7.3,37.2,35.8,19.7,384.0,93.3009708737864,0.906148867313916,2.0388349514563107,1.035598705501618,0.2588996763754045,2.09,1.23726375288756,788.0,27.191166321601106,213.0,7.230142566191446,37.0,1.2602179836512262,13.034623217922606
Michigan,Mason,29038,29381,29409,1417,7418,7401,4931,6.7,35.0,35.0,23.3,4010.0,91.22938286866848,1.330557272520251,2.7391912554084388,0.8913757767006083,0.1366342431438888,2.34,22.5309176879047,6873.0,23.370396817300826,2127.0,7.239372383513156,409.0,1.4084992079344307,13.648276096797249
Texas,Williamson,615517,644451,671418,23697,73860,120665,177127,6.0,18.7,30.5,44.8,38403.0,65.27053579782755,7.260646064946738,2.486751784149775,9.185996727995487,0.2877889585442131,2.99,181.964521526996,135522.0,20.184445457226346,46690.0,7.244926301611759,11903.0,1.933821486652684,5.959025589222454
Montana,Musselshell,4745,4912,5197,314,1274,1289,758,8.6,35.0,35.5,20.9,766.0,91.75924055746314,0.5453443748737629,5.08988083215512,0.7271258331650172,0.2019793981013936,2.3,0.993063276792967,917.0,17.644795074081202,356.0,7.247557003257329,165.0,3.477344573234984,15.594462540716613
Texas,Panola,22492,22538,22677,2657,4633,5974,2072,17.3,30.2,39.0,13.5,3018.0,75.05517844500895,14.612918002748511,2.4986465664431767,0.741265148044809,0.1582476158747345,2.61,11.1544636139163,4609.0,20.324557922123738,1634.0,7.249977815245363,513.0,2.2808109550062245,13.39071789866004
Ohio,Ashtabula,97516,97452,97014,9356,29835,19201,10372,13.6,43.4,27.9,15.1,14787.0,87.92823596077565,5.102815048166041,2.156186671020659,0.6502175395460963,0.1018065866940712,2.51,53.969510513038,20537.0,21.16910961304554,7071.0,7.255879817756434,1446.0,1.4828335862832764,15.173623937938677
Pennsylvania,Potter,16385,16287,16220,1261,5552,3202,1950,10.5,46.4,26.8,16.3,2583.0,95.09769303201506,0.6179378531073446,1.5654425612052731,0.8356873822975518,0.0647363465160075,2.55,6.04760523876994,3256.0,20.07398273736128,1182.0,7.25732179038497,94.0,0.5736954531583766,15.859274267820961
Oregon,Grant,7241,7288,7218,526,1977,2087,969,9.5,35.6,37.5,17.4,1123.0,89.23037846075692,1.27000254000508,4.546609093218187,1.0414020828041657,0.5969011938023876,2.12,0.612521990898525,1704.0,23.60764754779717,529.0,7.2585071350164645,65.0,0.8976660682226212,15.408891328210759
Florida,Hernando,195627,200649,206896,15830,48346,51681,27894,11.0,33.6,36.0,19.4,23828.0,79.46077227199622,6.310456865026211,2.1612677459873093,1.825698831534208,0.1904956130389843,2.46,149.202304427534,42396.0,20.491454643879052,14590.0,7.271404293068991,4196.0,2.1448981991238427,11.87546411893406
Colorado,Boulder,330922,327075,327468,9902,24354,47235,137939,4.5,11.1,21.5,62.9,34103.0,78.7800461701732,1.720714215380576,2.1772190676250807,6.0874607498823865,0.2084222273279285,2.46,170.643529909384,68435.0,20.898225170092953,23789.0,7.273255369563556,8124.0,2.45495917466956,10.426660551861195
Ohio,Knox,62783,62547,63183,3382,16274,12003,9289,8.3,39.7,29.3,22.7,7421.0,92.99659599151288,1.7416922348918502,1.966082032025156,0.9296148738379816,0.1358550472439743,2.47,44.9762141181138,13325.0,21.08953357706978,4555.0,7.282523542296193,788.0,1.2551168309892806,11.864677762322733
New York,Livingston,61728,61629,61516,3421,12917,13549,12150,8.1,30.7,32.2,28.9,6734.0,89.73395070218065,2.704809058818136,1.9178165925518424,1.5464783997310474,0.1191949754733415,2.36,39.0568321228063,12324.0,20.03381234150465,4498.0,7.298512064125655,466.0,0.7549248315189218,10.92667413068523
California,Napa,137485,136206,134300,14541,17698,29842,36464,14.8,18.0,30.3,37.0,11814.0,59.745588069991385,2.374886032947406,3.1985711966228285,8.497258545967751,0.6019958284936366,2.78,72.5086277243729,27765.0,20.673864482501862,9949.0,7.304377193368867,2433.0,1.769647597919773,8.673626712479626
Ohio,Carroll,26697,26671,26659,1991,9276,5376,2732,10.3,47.9,27.7,14.1,3500.0,94.68004748030646,0.9999640300708608,2.0862558900758965,0.4532211071544189,0.082730837020251,2.44,26.9835271545014,5291.0,19.846955999849957,1949.0,7.307562521090323,324.0,1.2136195078098664,13.12286753402572
Ohio,Coshocton,36578,36614,36571,3981,10785,6244,4322,15.7,42.6,24.6,17.1,5033.0,94.63852242744063,2.0184696569920844,1.6121372031662269,0.5303430079155673,0.1081794195250659,2.5,25.0402023481677,8008.0,21.89713160701102,2677.0,7.311410935707653,615.0,1.6813385094865765,13.746108046102584
Texas,San Augustine,7923,7900,7857,1098,2508,1496,700,18.9,43.2,25.8,12.1,1768.0,68.23402727925341,22.69681742043551,1.567360612586743,0.765733429050012,0.1555396027757837,2.41,6.05866501065776,1082.0,13.77115947562683,578.0,7.3164556962025316,314.0,3.9631452732550803,22.379746835443036
Kentucky,Anderson,23870,24043,24224,1442,5565,5141,4115,8.9,34.2,31.6,25.3,2144.0,91.50363331470096,3.0943064760840056,2.3636508823764277,0.7346482472251058,0.0998163379381937,2.56,42.4342560153605,6620.0,27.328269484808455,1761.0,7.324377157592646,361.0,1.5123586091328027,8.917356403111093
District of Columbia,District of Columbia,670868,668791,671803,37934,75562,74761,299469,7.8,15.5,15.3,61.4,107307.0,42.5695380810591,40.53660490976056,1.5521530616455403,6.051679868597418,0.1988608759195984,2.29,4322.95256868476,143943.0,21.426370528264982,49000.0,7.326653618245461,18666.0,2.7823655324147225,16.04492285332787
Virginia,Hanover,110195,111821,112938,4694,19113,21294,30755,6.2,25.2,28.1,40.5,7297.0,81.99840511734392,9.667904272742083,1.9884585373382608,2.6572802963394877,0.1054680466117318,2.66,86.1919637339166,22386.0,19.8214949795463,8193.0,7.326888509313993,1944.0,1.7641453786469439,6.52560789118323
Nebraska,Harlan,3057,3097,3054,159,606,897,564,7.1,27.2,40.3,25.3,296.0,94.2883895131086,0.5930087390761548,1.8102372034956304,0.7802746566791511,0.3121098626716604,2.22,2.39837380879922,348.0,11.394891944990176,227.0,7.3296738779464,96.0,3.140333660451423,9.557636422344205
Florida,Pasco,566126,584927,608794,38259,133623,123782,104300,9.6,33.4,30.9,26.1,67129.0,75.85769991325873,7.142596624543499,1.971421367530855,3.535777206550472,0.1825213959160243,2.52,264.027551864764,123993.0,20.366987848106255,42888.0,7.332197009199438,12319.0,2.176017353027418,11.47647484215979
Colorado,Teller,24747,24939,24857,414,4782,6892,7089,2.2,24.9,35.9,37.0,1968.0,87.64560144954332,1.201789742262323,3.357615649151352,1.7120881558998633,0.2625448360019228,2.35,16.7134038838229,4897.0,19.70068793498813,1830.0,7.337904486948153,377.0,1.5234169798359396,7.891254661373752
Maine,Androscoggin,111180,112648,113023,6308,27322,25579,17607,8.2,35.6,33.3,22.9,15136.0,87.22396668828287,6.75449674050309,2.308099252534216,1.320010921874467,0.1271374449639919,2.29,88.6533676559814,23257.0,20.577227643930883,8272.0,7.343228463887508,1149.0,1.0334592552617377,13.436545699879272
